City_ID,City,Temperature,Humidity,Cloudiness,wind_speed,Date,Country,Longitude,Latitude
292,nieuw amsterdam,76.84,88,33,6.22,1727848395,SR,-55.0833,5.8833
293,lionel town,78.46,90,96,5.3,1727848396,JM,-77.2406,17.8101
294,saint-pie,56.59,79,10,1.14,1727848397,CA,-72.8991,45.5001
295,mount pearl,49.33,93,100,23.02,1727848398,CA,-52.7813,47.5166
296,tabou,76.17,89,99,7.38,1727848400,CI,-7.3528,4.423
297,mil'kovo,53.35,34,75,8.88,1727848401,RU,37.7956,55.6078
298,sosnovka,49.39,36,21,9.04,1727848403,RU,51.2842,56.255
299,sao miguel do araguaia,81.1,31,1,4.25,1727848405,BR,-50.1628,-13.275
300,mancio lima,76.12,71,82,2.86,1727848407,BR,-72.8958,-7.6142
301,gudul,53.01,83,100,5.88,1727848408,TR,32.2455,40.2105
302,mukalla,82.98,67,60,9.26,1727848410,YE,49.1242,14.5425
303,argostolion,67.75,45,0,0.0,1727848411,GR,20.489,38.1811
304,kodiak,44.11,70,0,4.61,1727848412,US,-152.4072,57.79
305,dudinka,38.07,77,100,6.89,1727848413,RU,86.1778,69.4058
306,amahai,82.29,65,83,8.25,1727848414,ID,128.9167,-3.3333
307,labrador city,44.19,68,0,13.0,1727848214,CA,-66.9114,52.9463
308,kolyvan',51.6,39,12,9.62,1727848418,RU,82.7391,55.3053
309,sao joao da barra,72.25,83,0,22.32,1727848419,BR,-41.0511,-21.6403
310,cachoeira do sul,65.62,98,100,4.68,1727848420,BR,-52.8939,-30.0392
311,santanyi,69.49,88,38,8.88,1727848421,ES,3.1291,39.3546
312,vorkuta,37.42,86,97,18.05,1727848422,RU,64.0,67.5
313,castillos,51.75,94,93,6.29,1727848425,UY,-53.8333,-34.1667
314,galesong,88.5,59,20,11.43,1727848426,ID,119.3661,-5.3166
315,alotau,80.73,79,69,5.93,1727848427,PG,150.4462,-10.3069
316,khuzdar,88.7,17,0,6.89,1727848428,PK,66.6434,27.7384
317,tsiombe,70.57,66,100,12.41,1727848429,MG,45.4833,-25.3
318,terra nova,62.38,97,92,3.11,1727848430,BR,-40.6667,-12.3667
319,agat village,85.77,84,40,10.36,1727848431,GU,144.6585,13.3886
320,vallenar,65.08,38,0,3.47,1727848433,CL,-70.7581,-28.5708
321,howrah,86.0,84,75,5.75,1727848434,IN,88.3103,22.5892
322,mbanza kongo,72.43,77,97,4.47,1727848435,AO,14.2401,-6.267
323,bayanhongor,42.15,45,2,2.95,1727848436,MN,100.1167,46.7167
324,puerto quijarro,85.39,34,75,1.74,1727848437,BO,-57.7667,-17.7833
325,borzya,54.82,45,69,17.09,1727848438,RU,116.5167,50.3833
326,vyksa,59.16,41,100,8.81,1727848439,RU,42.1744,55.3175
327,kem',44.65,82,98,6.22,1727848441,RU,34.5793,64.9555
328,ocean shores,54.3,96,0,5.75,1727848442,US,-124.1563,46.9737
329,rechka-vydrino,55.45,62,75,3.47,1727848443,RU,104.8461,51.485
330,badiyah,87.96,48,0,6.76,1727848444,OM,58.8,22.45
331,nuuk,36.21,93,75,4.61,1727848445,GL,-51.7216,64.1835
332,vilyuchinsk,61.07,77,100,5.5,1727848446,RU,158.4028,52.9306
333,klaksvik,48.24,75,86,8.43,1727848447,FO,-6.589,62.2266
334,launceston,62.24,51,4,12.66,1727848448,AU,147.1667,-41.45
335,kill devil hills,70.03,91,100,12.66,1727848449,US,-75.676,36.0307
336,didouche mourad,68.22,72,40,2.3,1727848451,DZ,6.6364,36.4525
337,yigo village,86.29,82,40,10.36,1727848452,GU,144.8886,13.5361
338,al qadarif,77.54,69,99,9.01,1727848453,SD,35.3834,14.0349
339,crane,71.67,46,0,11.03,1727848454,US,-102.3501,31.3974
340,windhoek,59.72,10,0,7.0,1727848455,NA,17.0832,-22.5594
341,zalesovo,54.82,62,100,8.1,1727848960,RU,84.7431,53.9939
342,aldinga beach,70.16,50,0,6.93,1727848960,AU,138.4604,-35.2793
343,saint-philippe,73.83,77,48,11.16,1727848960,RE,55.7679,-21.3585
344,pokrovsk,62.91,23,55,13.18,1727848961,UA,37.1758,48.282
345,tromso,37.42,87,75,17.27,1727848961,NO,18.957,69.6496
346,kruisfontein,55.49,63,20,3.8,1727848961,ZA,24.7314,-34.0033
347,kone,74.28,59,7,9.93,1727848961,NC,164.8658,-21.0595
348,dryden,52.09,50,100,12.66,1727848925,CA,-92.7503,49.7833
349,bikenibeu village,87.76,70,20,9.22,1727848961,KI,173.1241,1.3673
350,grand baie,79.45,66,1,5.01,1727848962,MU,57.5802,-20.0182
351,rudnichnyy,43.27,52,88,5.5,1727848962,RU,52.4703,59.617
352,dzhalagash,72.07,26,95,8.28,1727848962,KZ,64.6667,45.0833
353,bandarbeyla,82.92,65,13,15.68,1727848962,SO,50.8122,9.4942
354,gillette,58.17,20,100,7.0,1727848962,US,-105.5022,44.2911
355,flying fish cove,82.08,78,100,10.36,1727848962,CX,105.6791,-10.4217
356,st anne,58.42,82,92,17.65,1727848962,GG,-2.2042,49.715
357,dodge city,54.27,52,0,4.0,1727848880,US,-100.0171,37.7528
358,biloela,76.57,37,46,13.4,1727848963,AU,150.5,-24.4167
359,nar'yan-mar,39.85,73,100,20.96,1727848963,RU,53.087,67.6713
360,clewiston,77.0,82,89,4.72,1727848799,US,-80.9337,26.7542
361,luanco,62.58,99,100,10.0,1727848963,ES,-5.7934,43.6152
362,hadibu,81.03,70,36,1.95,1727848963,YE,54.0333,12.65
363,nago,82.31,85,100,10.18,1727848963,JP,127.9761,26.5881
364,i-n-salah,82.36,29,3,11.3,1727848964,DZ,2.4607,27.1935
365,wulingyuan,60.26,58,92,2.04,1727848964,CN,110.5441,29.3494
366,rawatsar,101.35,19,0,14.03,1727848964,IN,74.3833,29.2833
367,mezhdurechensk,57.04,63,96,3.96,1727848964,RU,88.0603,53.6942
368,sabancuy,78.28,89,100,4.79,1727848964,MX,-91.1833,18.9667
369,shimoda,80.42,72,59,6.71,1727848964,JP,138.95,34.6667
370,porto novo,78.62,91,86,3.87,1727848964,BJ,2.6036,6.4965
371,portland,63.64,77,8,4.0,1727848825,US,-122.6762,45.5234
372,malvan,84.18,80,7,5.59,1727848964,IN,73.4667,16.0667
373,cururupu,75.34,91,65,3.13,1727848965,BR,-44.8683,-1.8283
374,igrim,46.38,51,31,11.3,1727848965,RU,64.4162,63.1906
375,sumbawa besar,94.78,41,40,9.35,1727848828,ID,117.4333,-8.5
376,manggar,85.62,67,100,10.0,1727848965,ID,108.2667,-2.8833
377,beloyarskiy,44.38,63,62,9.93,1727848965,RU,66.6722,63.7119
378,sredets,53.74,46,19,1.77,1727848965,BG,27.179,42.3475
379,levuka,49.71,45,100,5.26,1727848965,CA,-105.4011,50.1834
380,nguigmi,86.34,45,99,8.05,1727848966,NE,13.1092,14.2495
381,paraiso,61.95,100,100,3.8,1727848966,CR,-83.8656,9.8383
382,holualoa,73.26,90,20,3.49,1727848966,US,-155.9522,19.6228
383,payson,61.03,33,20,3.0,1727848966,US,-111.7321,40.0444
384,balsas,83.7,28,100,4.34,1727848967,BR,-46.0356,-7.5325
385,mermoz boabab,80.38,94,40,4.61,1727848967,SN,-17.4758,14.7065
386,tual,80.91,76,78,8.95,1727848957,ID,132.75,-5.6667
387,queenstown,45.25,71,18,3.06,1727848831,ZA,26.8753,-31.8976
388,yamada,78.01,63,1,9.37,1727848967,JP,141.95,39.4667
389,toliara,78.13,62,42,15.68,1727848967,MG,43.6667,-23.35
390,mingshui,63.52,26,0,6.71,1727848967,CN,117.5,36.7167
391,hotan,65.77,22,8,4.97,1727848967,CN,79.9269,37.0997
392,jumla,71.96,46,8,6.6,1727848968,NP,82.1838,29.2747
393,itoman,87.82,84,75,16.11,1727848968,JP,127.6694,26.1247
394,mitu,73.76,92,93,1.57,1727848968,CO,-70.1733,1.1983
395,llanes,64.85,95,100,10.36,1727848969,ES,-4.7549,43.4198
396,burang,54.84,29,0,6.06,1727848969,CN,81.1667,30.25
397,eastham,58.26,87,100,12.26,1727848969,US,-69.9739,41.8301
398,ad dabbah,90.57,20,28,11.63,1727848969,SD,30.95,18.05
399,santa elena de uairen,67.6,88,49,1.07,1727848969,VE,-61.1333,4.6167
400,wajir,78.76,65,100,13.8,1727848970,KE,40.0573,1.7471
401,nykvarn,39.18,78,100,6.29,1727848970,SE,18.3,59.8
402,enriquillo,77.92,85,2,4.81,1727848970,DO,-71.2333,17.9
403,stephenville,67.24,73,0,1.99,1727848950,US,-98.2023,32.2207
404,broome,57.33,87,100,5.75,1727848970,US,-75.833,42.2506
405,rio bonito,63.84,72,10,4.47,1727848929,BR,-42.6097,-22.7086
406,pont rouge,55.56,78,98,12.5,1727848971,CA,-72.0825,48.8833
407,fort bragg,69.39,96,100,4.61,1727848971,US,-79.006,35.139
408,kristiansund,47.05,93,75,1.14,1727848971,NO,7.732,63.1115
409,rio tuba,84.6,73,100,6.15,1727848971,PH,117.4317,8.5061
410,salamanca,59.9,97,96,9.6,1727848971,ES,-6.0,40.8333
411,metlili chaamba,79.74,39,20,0.0,1727848971,DZ,3.6333,32.2667
412,langxiang,50.92,44,8,11.95,1727848971,CN,128.8833,46.95
413,xilin hot,52.25,40,0,17.25,1727848972,CN,116.0333,43.9667
414,jinshi,78.44,17,58,14.7,1727848972,CN,111.8701,29.6049
415,san luis,51.8,42,24,19.1,1727848867,AR,-66.3356,-33.295
416,bayganin,67.24,27,61,19.42,1727848972,KZ,55.8742,48.6947
417,preobrazheniye,59.49,35,16,14.03,1727848972,RU,133.9064,42.9019
418,ushirombo,77.29,55,72,3.44,1727848972,TZ,31.9639,-3.4919
419,kalabo,78.78,16,85,7.29,1727848972,ZM,22.6814,-14.97
420,hafar al-batin,82.98,20,0,9.22,1727848972,SA,45.9708,28.4328
421,el alto,63.3,85,91,11.43,1727848972,PE,-81.2147,-4.2714
422,rumphi,77.99,40,4,11.36,1727848973,MW,33.8575,-11.0186
423,nagqu,61.5,29,6,10.18,1727848973,CN,92.0,31.5
424,mahenge,69.57,65,95,4.12,1727848973,TZ,36.7167,-8.6833
425,mwene-ditu,72.12,73,82,1.52,1727848973,CD,23.45,-7.0
426,puerto madero,77.74,77,100,2.8,1727848973,MX,-92.4215,14.7208
427,esquel,30.96,92,38,7.11,1727848973,AR,-71.3167,-42.9
428,comodoro rivadavia,43.0,77,84,9.84,1727848681,AR,-67.5,-45.8667
429,nishinoomote,79.36,94,75,8.05,1727848974,JP,131.0,30.7333
430,newman,82.0,17,0,4.56,1727848974,US,-121.0208,37.3138
431,kuqa,67.59,21,22,10.42,1727848974,CN,82.9364,41.7278
432,fada n'gourma,73.8,86,92,6.55,1727848974,BF,0.3578,12.0622
433,mercedes,48.94,48,22,6.67,1727848786,AR,-59.4307,-34.6515
434,roma,55.42,89,49,1.99,1727848811,US,-75.4557,43.2128
435,basoko,73.0,96,100,0.98,1727848975,CD,23.616,1.2391
436,qurayyat,64.58,63,0,4.61,1727848975,SA,37.3428,31.3318
437,salinopolis,78.46,86,41,8.55,1727848975,BR,-47.3561,-0.6136
438,trairi,77.07,79,47,13.2,1727848766,BR,-39.2689,-3.2778
439,arish,75.54,59,14,10.56,1727848975,EG,33.7984,31.1316
440,beatrice,46.49,61,0,0.0,1727848975,US,-96.747,40.2681
441,quiberon,53.2,80,23,8.81,1727848975,FR,-3.1196,47.4841
442,faya-largeau,87.62,26,54,24.09,1727848975,TD,19.1043,17.9257
443,thabazimbi,62.15,35,0,1.57,1727848976,ZA,27.4116,-24.5917
444,zheleznogorsk,59.72,27,5,10.45,1727848976,RU,35.3711,52.331
445,aktau,70.38,30,40,19.28,1727848976,KZ,51.2,43.65
446,north battleford,44.69,93,75,9.22,1727848821,CA,-108.2847,52.7834
447,port douglas,77.88,71,11,13.4,1727848976,AU,145.4667,-16.4833
448,oranjemund,62.46,38,2,5.84,1727848976,NA,16.4333,-28.55
449,ilhabela,77.95,47,2,5.01,1727848976,BR,-45.3581,-23.7781
450,san patricio,71.55,69,0,5.37,1727848976,US,-97.5169,28.017
451,rio grande,61.18,92,100,18.32,1727848977,BR,-52.0986,-32.035
452,cidade velha,79.27,94,75,6.91,1727848977,CV,-23.6167,14.9167
453,northam,55.62,88,73,10.36,1727848977,GB,-4.2167,51.0333
454,lethbridge,59.11,38,0,20.71,1727848840,CA,-112.8186,49.7
455,kailua-kona,76.48,92,10,4.43,1727848873,US,-155.9956,19.6406
456,novyy urengoy,37.96,83,97,17.02,1727848978,RU,76.6333,66.0833
457,conduaga,84.69,76,100,5.84,1727848978,PH,117.4893,8.862
458,yatou,63.91,35,4,12.39,1727848978,CN,122.3833,37.15
459,kargasok,43.41,64,28,17.25,1727848979,RU,80.8572,59.0556
460,chonchi,44.11,95,95,2.66,1727848979,CL,-73.8092,-42.6128
461,kralendijk,83.5,75,13,5.44,1727848979,BQ,-68.2667,12.15
462,idri,71.8,36,0,7.63,1727848813,LY,13.2667,27.5
463,soio,75.02,87,95,9.98,1727848979,AO,12.3689,-6.1349
464,vangaindrano,79.36,63,5,1.54,1727848979,MG,47.6,-23.35
465,souillac,77.38,73,40,8.05,1727848980,MU,57.5167,-20.5167
466,ta`u,78.75,78,84,12.48,1727848980,AS,-169.5144,-14.2336
467,port blair,80.64,89,100,6.91,1727848980,IN,92.75,11.6667
468,banamba,74.53,87,99,5.01,1727848980,ML,-7.45,13.55
469,brigantine,65.82,91,100,6.91,1727848931,US,-74.3646,39.4101
470,santa ana,64.62,89,0,0.0,1727848808,US,-117.8678,33.7456
471,nuku'alofa,73.74,88,75,17.27,1727848980,TO,-175.2,-21.1333
472,harper,75.97,88,91,8.37,1727848981,LR,-7.7169,4.375
473,bhagalpur,89.62,58,98,8.28,1727848981,IN,87.0,25.25
474,abepura,90.41,66,20,11.5,1727848981,ID,140.5833,-2.6333
475,seaside,62.62,93,0,4.18,1727848889,US,-121.8516,36.6111
476,lazaro cardenas,77.16,92,96,3.96,1727848981,MX,-102.2,17.9583
477,novyy oskol,62.56,26,2,10.96,1727848981,RU,37.8691,50.7631
478,zaozersk,40.6,74,68,28.86,1727848981,RU,32.4476,69.4005
479,noshiro,65.23,86,100,21.61,1727848981,JP,140.0242,40.2039
480,ares,71.11,91,17,7.58,1727848887,BR,-35.1603,-6.1944
481,saldanha,54.46,68,69,11.56,1727848982,ZA,17.9442,-33.0117
482,nichinan,71.82,98,100,5.14,1727848982,JP,131.3667,31.6
483,wotho,84.34,77,31,16.96,1727848982,MH,166.0102,10.1657
484,anloga,78.03,85,99,10.98,1727848982,GH,0.8973,5.7947
485,talara,64.0,88,74,13.65,1727848982,PE,-81.2719,-4.5772
486,koster,52.5,41,0,9.84,1727848982,ZA,26.8976,-25.863
487,macapa,78.78,83,0,6.91,1727848932,BR,-51.0664,0.0389
488,turaif,62.85,67,0,6.91,1727848982,SA,38.6637,31.6725
489,sangin,86.54,17,0,0.6,1727848982,AF,64.8359,32.0728
490,praia da vitoria,77.25,78,20,13.89,1727848983,PT,-27.0667,38.7333
491,amga,37.56,97,100,6.6,1727848983,RU,131.9608,60.8953
492,blumberg,49.21,91,91,6.78,1727848983,DE,8.5333,47.8406
493,pimentel,61.09,94,100,13.8,1727848983,PE,-79.9342,-6.8367
494,perbaungan,88.66,60,84,4.25,1727848983,ID,98.956,3.5679
495,maralal,67.66,63,53,8.84,1727848983,KE,36.698,1.0968
496,mersing,93.11,66,40,9.22,1727848983,MY,103.8405,2.4312
497,tazacorte,69.15,83,0,12.66,1727848983,ES,-17.9293,28.629
498,princeton,78.35,91,0,0.0,1727848983,US,-80.4089,25.5384
499,kalevala,39.54,79,62,3.06,1727848984,RU,31.1667,65.2
500,rongelap,84.24,78,43,16.17,1727848985,MH,166.8941,11.1635
501,el bauga,93.34,15,16,8.88,1727848985,SD,33.9081,18.262
502,jutai,77.56,67,96,1.92,1727848985,BR,-68.9,-5.1833
503,fyodorovka,50.79,38,29,13.13,1727848985,KZ,62.7078,53.6314
504,misratah,72.64,68,53,8.88,1727848985,LY,15.0925,32.3754
505,arcot,95.05,42,82,4.94,1727848985,IN,79.3333,12.9
506,wailua homesteads,75.13,89,27,1.99,1727848985,US,-159.378,22.0669
507,dauphin,55.54,44,100,11.5,1727848920,CA,-100.0502,51.1494
508,mariehamn,39.06,93,0,2.3,1727848802,AX,19.9348,60.0973
509,taulaga,80.76,78,65,12.8,1727848985,AS,-171.0883,-11.0553
510,kashgar,65.41,32,0,2.24,1727848986,CN,75.9797,39.4547
511,tikapur,85.78,67,0,3.94,1727848986,NP,81.1333,28.5
512,kapa'a,79.11,71,25,1.99,1727848986,US,-159.319,22.0752
513,kas,75.02,34,0,3.04,1727848986,TR,29.6377,36.2018
514,ravar,86.59,12,0,4.07,1727848986,IR,56.8055,31.2656
515,lashio,77.31,84,100,1.39,1727848986,MM,97.75,22.9333
516,taltal,59.65,73,11,2.04,1727848986,CL,-70.4833,-25.4
517,brainerd,51.94,46,0,10.36,1727848719,US,-94.2008,46.358
518,barcelos,65.5,99,100,4.25,1727848986,PT,-8.6151,41.5388
519,igarka,37.35,77,100,2.84,1727848986,RU,86.5833,67.4667
520,hibbing,46.94,53,20,0.0,1727848987,US,-92.9377,47.4272
521,la tuque,59.25,82,99,3.44,1727848987,CA,-72.7824,47.4334
522,wanxian,74.93,49,92,4.74,1727848987,CN,108.3897,30.8039
523,happy valley-goose bay,32.31,100,0,2.3,1727848987,CA,-60.3315,53.3168
524,hojai,84.7,78,99,2.59,1727848988,IN,92.8667,26.0
525,togur,45.91,54,6,14.92,1727848988,RU,82.8265,58.3631
526,graham,51.91,89,100,4.61,1727848984,US,-122.2943,47.0529
527,vitoria da conquista,57.42,98,8,3.78,1727848988,BR,-40.8394,-14.8661
528,parli vaijnath,87.87,61,36,6.96,1727848988,IN,76.5333,18.85
529,fort mcmurray,31.51,80,100,4.61,1727848988,CA,-111.381,56.7268
530,san jose de las lajas,72.23,92,2,3.67,1727848988,CU,-82.1511,22.9614
531,gwadar,85.48,70,1,9.84,1727848988,PK,62.3254,25.1216
532,flin flon,37.69,75,70,5.3,1727848989,CA,-101.865,54.7682
533,regina,49.01,67,100,4.61,1727848819,CA,-104.6178,50.4501
534,korla,67.15,26,1,16.64,1727848989,CN,86.1469,41.7597
535,bahia honda,77.81,85,2,3.76,1727848989,CU,-83.1592,22.9036
536,qarqaraly,61.68,23,99,8.1,1727848989,KZ,75.4742,49.4058
537,timbuktu,84.18,59,73,10.13,1727848990,ML,-3.0074,16.7735
538,spittal an der drau,53.08,99,100,1.5,1727848805,AT,13.5,46.8
539,syumsi,48.2,40,5,6.35,1727848991,RU,51.6149,57.1111
540,fedorovka,50.79,38,29,13.13,1727848991,KZ,62.7078,53.6314
541,aykhal,32.49,96,100,10.49,1727848992,RU,111.5,66.0
542,pangyan,87.1,64,56,5.55,1727848992,PH,125.2811,5.7008
543,bride,52.68,81,70,19.57,1727848992,IM,-4.3892,54.3826
544,yeniseysk,45.88,63,52,11.5,1727848992,RU,92.1703,58.4497
545,brasileia,77.77,59,14,3.33,1727848992,BR,-68.7481,-11.0161
546,funadhoo,82.11,77,75,10.71,1727848992,MV,73.2667,6.15
547,narvik,36.27,96,100,3.83,1727848992,NO,17.4272,68.4384
548,port saint john's,61.29,66,60,6.24,1727848992,ZA,29.5448,-31.6229
549,zouerate,81.09,35,81,7.87,1727848703,MR,-12.4521,22.7187
550,ixtapa,83.23,87,99,2.13,1727848704,MX,-105.2,20.7
551,rawson,44.89,76,0,12.66,1727848751,AR,-65.1023,-43.3002
552,porto santo stefano,60.39,100,94,10.36,1727848706,IT,11.1237,42.4338
553,marianna,69.84,88,0,0.0,1727848993,US,-85.2269,30.7744
554,sretensk,55.89,48,87,15.43,1727848993,RU,117.7093,52.2453
555,seminole,75.36,88,0,3.44,1727848993,US,-81.2081,28.7086
556,miguel ahumada,70.84,29,66,14.76,1727848993,MX,-106.5167,30.6167
557,farkhar,74.01,24,7,8.19,1727848715,AF,69.8578,36.5729
558,scottsbluff,55.29,40,33,5.53,1727848834,US,-103.6672,41.8666
559,prince rupert,49.69,87,100,35.68,1727848994,CA,-130.3201,54.3161
560,dapa,84.47,71,100,5.37,1727848994,PH,126.0531,9.7594
561,auki,81.63,82,44,2.77,1727848994,SB,160.7034,-8.7676
562,saint-joseph,77.38,72,20,8.81,1727848722,RE,55.6167,-21.3667
563,ust-nera,29.17,83,99,2.84,1727848994,RU,143.2,64.5667
564,sakaiminato,64.38,100,75,5.75,1727848994,JP,133.2333,35.55
565,mineros,88.05,37,36,7.52,1727848994,BO,-63.2333,-17.1167
566,veraval,85.33,72,45,7.72,1727848728,IN,70.3667,20.9
567,andkhoy,86.47,23,0,9.46,1727848995,AF,65.1238,36.9529
568,santa cruz,78.26,78,58,8.05,1727848908,BO,-63.1667,-17.8
569,sierra grande,46.58,38,37,17.6,1727848995,AR,-65.3557,-41.606
570,felege neway,71.22,80,98,2.33,1727848995,ET,36.8833,6.3
571,prince edward,62.73,93,100,8.01,1727848733,CA,-77.2495,44.0001
572,murzuq,73.22,35,0,6.26,1727848734,LY,13.9184,25.9155
573,ambovombe,68.94,74,98,14.43,1727848995,MG,46.0833,-25.1667
574,lagrange,64.2,94,0,0.0,1727848995,US,-85.0313,33.0393
575,swan hill,76.19,19,0,6.02,1727848738,AU,143.5544,-35.3378
576,aleg,85.06,60,24,9.86,1727848996,MR,-13.9209,17.0481
577,khovd,55.38,27,29,5.75,1727848996,MN,91.6419,48.0056
578,reyes,77.27,59,3,2.84,1727848996,BO,-67.3833,-14.3167
579,gejiu,57.43,81,100,0.65,1727848996,CN,103.1635,23.306
580,guiuan,84.61,71,100,6.82,1727848996,PH,125.7247,11.0333
581,general conesa,48.54,40,35,14.61,1727848746,AR,-64.4333,-40.1
582,lospalos,85.05,48,46,11.97,1727848996,TL,127.0025,-8.5186
583,moab,71.49,14,0,5.48,1727848996,US,-109.5498,38.5733
584,susanville,60.04,23,0,5.64,1727848745,US,-120.653,40.4163
585,chokwe,67.59,51,16,11.97,1727848750,MZ,32.9833,-24.5333
586,jindabyne,61.57,41,46,1.99,1727848806,AU,148.6333,-36.4167
587,inirida,75.4,88,89,0.78,1727848754,CO,-67.9239,3.8653
588,rikaze,66.09,30,6,2.93,1727848755,CN,88.8833,29.25
